"","Control_1","Control_2","Control_3","Treated_1","Treated_2","Treated_3"
"Gene_3539",52,60,99,71,120,153
"Gene_3540",55,76,113,66,98,146
"Gene_3541",61,63,99,66,97,96
"Gene_3542",56,86,117,67,82,136
"Gene_3543",55,76,96,66,101,144
"Gene_3544",52,88,104,81,98,114
"Gene_3545",50,78,90,62,110,134
"Gene_3546",56,91,108,62,97,146
"Gene_3547",76,77,120,56,95,135
"Gene_3548",55,73,120,66,101,134
"Gene_3549",74,90,94,64,73,108
"Gene_3550",55,86,90,57,94,140
"Gene_3551",69,68,110,65,103,140
"Gene_3552",51,73,100,62,92,128
"Gene_3553",52,90,117,64,98,110
"Gene_3554",59,97,104,82,88,154
"Gene_3555",48,75,107,61,98,130
"Gene_3556",52,74,95,76,86,112
"Gene_3557",64,89,108,73,104,120
"Gene_3558",66,80,110,57,79,110
"Gene_3559",41,74,99,70,86,102
"Gene_3560",50,69,107,64,114,123
"Gene_3561",54,72,107,80,80,112
"Gene_3562",46,81,104,62,77,106
"Gene_3563",51,89,113,66,98,123
"Gene_3564",58,88,101,81,108,132
"Gene_3565",49,83,107,60,103,100
"Gene_3566",51,73,94,54,85,105
"Gene_3567",57,82,121,60,107,122
"Gene_3568",61,78,99,56,95,117
"Gene_3569",62,73,112,53,94,152
"Gene_3570",57,80,82,54,95,132
"Gene_3571",67,89,95,58,92,99
"Gene_3572",57,88,118,60,92,122
"Gene_3573",58,71,96,60,79,128
"Gene_3574",58,67,96,64,100,102
"Gene_3575",48,59,100,76,83,134
"Gene_3576",57,85,100,59,106,111
"Gene_3577",53,60,90,66,77,134
"Gene_3578",55,82,108,60,86,110
"Gene_3579",53,74,110,57,85,105
"Gene_3580",66,82,116,61,92,129
"Gene_3581",64,72,98,62,79,132
"Gene_3582",57,75,110,53,98,111
"Gene_3583",57,77,96,62,95,120
"Gene_3584",58,81,96,63,104,120
"Gene_3585",62,74,105,55,101,116
"Gene_3586",58,77,107,65,78,147
"Gene_3587",59,78,104,66,103,106
"Gene_3588",59,77,121,79,85,118
"Gene_3589",57,86,94,66,92,129
"Gene_3590",60,94,91,71,83,122
"Gene_3591",56,80,104,73,97,110
"Gene_3592",62,91,92,65,95,120
"Gene_3593",53,80,107,62,90,136
"Gene_3594",52,75,105,61,108,132
"Gene_3595",49,91,99,69,92,122
"Gene_3596",52,68,90,83,107,142
"Gene_3597",64,86,113,66,91,94
"Gene_3598",49,81,92,74,80,105
"Gene_3599",74,71,95,70,97,122
"Gene_3600",55,86,86,65,86,104
"Gene_3601",54,87,117,50,90,104
"Gene_3602",65,82,107,87,100,111
"Gene_3603",66,77,117,50,91,126
"Gene_3604",43,69,99,53,90,112
"Gene_3605",54,77,77,63,103,128
"Gene_3606",65,76,96,70,98,120
"Gene_3607",49,83,110,67,115,98
"Gene_3608",50,88,94,62,103,105
"Gene_3609",57,88,99,56,103,98
"Gene_3610",45,72,112,53,83,106
"Gene_3611",59,86,121,70,89,123
"Gene_3612",67,84,99,71,88,117
"Gene_3613",48,69,94,68,80,124
"Gene_3614",55,88,92,62,97,106
"Gene_3615",59,67,99,66,79,128
"Gene_3616",66,90,100,60,78,102
"Gene_3617",52,80,82,80,85,130
"Gene_3618",60,83,98,54,98,128
"Gene_3619",57,84,109,77,97,144
"Gene_3620",59,84,107,63,103,124
"Gene_3621",48,70,120,65,96,120
"Gene_3622",57,84,107,70,88,102
"Gene_3623",59,79,100,66,80,126
"Gene_3624",48,75,103,66,101,110
"Gene_3625",62,61,113,64,100,90
"Gene_3626",48,83,135,62,100,124
"Gene_3627",53,77,130,66,102,124
"Gene_3628",57,75,121,55,78,108
"Gene_3629",59,75,105,67,98,106
"Gene_3630",57,73,92,60,97,135
"Gene_3631",55,74,117,55,85,116
"Gene_3632",42,83,101,53,86,122
"Gene_3633",52,74,103,66,88,118
"Gene_3634",53,80,96,63,115,108
"Gene_3635",48,81,98,70,102,117
"Gene_3636",51,84,108,61,96,110
"Gene_3637",47,92,109,71,98,135
"Gene_3638",55,83,112,58,98,112
"Gene_3639",54,87,108,60,103,110
"Gene_3640",60,73,92,62,94,120
"Gene_3641",52,60,99,62,83,108
"Gene_3642",57,87,99,63,103,134
"Gene_3643",52,82,100,70,103,110
"Gene_3644",63,71,114,70,80,108
"Gene_3645",57,79,126,58,127,105
"Gene_3646",64,63,117,67,88,116
"Gene_3647",64,75,99,55,84,110
"Gene_3648",63,80,107,62,100,134
"Gene_3649",55,83,95,65,89,141
"Gene_3650",60,65,92,57,102,108
"Gene_3651",42,72,126,62,70,123
"Gene_3652",59,65,121,53,108,110
"Gene_3653",51,71,100,58,91,116
"Gene_3654",56,86,125,66,106,123
"Gene_3655",64,56,103,58,102,117
"Gene_3656",55,82,99,54,79,129
"Gene_3657",60,72,112,62,91,128
"Gene_3658",55,79,99,67,95,104
"Gene_3659",59,76,113,54,86,116
"Gene_3660",48,64,90,54,96,134
"Gene_3661",55,92,107,58,77,112
"Gene_3662",51,91,101,70,109,120
"Gene_3663",50,67,92,65,115,105
"Gene_3664",53,72,83,63,112,111
"Gene_3665",65,93,116,54,101,126
"Gene_3666",62,70,109,57,110,126
"Gene_3667",52,69,88,65,109,132
"Gene_3668",58,74,114,61,97,111
"Gene_3669",57,75,103,70,80,112
"Gene_3670",58,90,109,58,77,117
"Gene_3671",52,70,84,56,85,110
"Gene_3672",55,91,109,67,94,124
"Gene_3673",52,75,125,62,104,108
"Gene_3674",57,76,104,55,91,141
"Gene_3675",51,76,94,66,95,134
"Gene_3676",59,67,131,65,122,124
"Gene_3677",56,73,104,69,120,128
"Gene_3678",56,91,98,71,94,126
"Gene_3679",63,89,109,60,121,106
"Gene_3680",64,83,130,60,94,130
"Gene_3681",52,74,112,51,103,138
"Gene_3682",48,88,104,60,86,135
"Gene_3683",48,78,103,54,84,120
"Gene_3684",59,56,104,68,114,118
"Gene_3685",47,83,120,66,92,123
"Gene_3686",62,80,125,66,92,118
"Gene_3687",55,92,121,72,85,116
"Gene_3688",50,74,104,67,90,117
"Gene_3689",48,75,122,64,120,92
"Gene_3690",52,83,122,70,100,114
"Gene_3691",55,82,90,65,95,92
"Gene_3692",54,75,88,58,94,117
"Gene_3693",51,83,73,70,91,128
"Gene_3694",51,82,99,66,80,106
"Gene_3695",49,66,86,64,104,117
"Gene_3696",50,89,90,59,120,117
"Gene_3697",56,94,109,70,80,126
"Gene_3698",57,77,96,67,106,128
"Gene_3699",53,76,100,65,96,118
"Gene_3700",57,64,134,60,84,124
"Gene_3701",63,69,90,67,114,138
"Gene_3702",48,90,104,70,100,126
"Gene_3703",46,81,98,76,103,135
"Gene_3704",60,84,104,66,86,141
"Gene_3705",65,88,107,63,86,114
"Gene_3706",62,96,110,60,100,122
"Gene_3707",63,73,120,50,85,111
"Gene_3708",61,75,103,60,118,153
"Gene_3709",57,98,84,70,91,114
"Gene_3710",59,87,103,66,110,120
"Gene_3711",52,69,101,69,104,102
"Gene_3712",56,82,124,66,80,111
"Gene_3713",54,75,125,62,83,117
"Gene_3714",60,72,112,62,91,123
"Gene_3715",48,84,108,59,118,112
"Gene_3716",58,85,95,70,120,130
"Gene_3717",73,96,104,70,71,126
"Gene_3718",51,89,79,76,102,141
"Gene_3719",59,69,91,62,92,108
"Gene_3720",62,93,96,62,79,126
"Gene_3721",59,67,90,54,92,130
"Gene_3722",49,80,110,62,102,118
"Gene_3723",50,72,94,56,97,148
"Gene_3724",52,79,112,62,101,122
"Gene_3725",54,72,117,77,94,108
"Gene_3726",59,64,117,70,106,128
"Gene_3727",61,88,110,56,90,124
"Gene_3728",50,88,84,51,91,102
"Gene_3729",50,86,110,68,97,106
"Gene_3730",59,88,95,62,90,117
"Gene_3731",52,99,105,75,91,112
"Gene_3732",58,104,108,56,95,123
"Gene_3733",44,75,117,63,96,118
"Gene_3734",62,80,104,70,98,146
"Gene_3735",52,81,103,54,88,132
"Gene_3736",48,87,101,52,91,112
"Gene_3737",50,72,103,70,92,123
"Gene_3738",62,84,129,63,97,118
"Gene_3739",58,69,100,71,110,148
"Gene_3740",50,87,96,63,77,132
"Gene_3741",71,79,96,52,89,122
"Gene_3742",51,76,112,69,89,105
"Gene_3743",64,83,92,67,88,117
"Gene_3744",54,75,118,66,84,128
"Gene_3745",71,82,94,60,94,117
"Gene_3746",52,67,118,54,107,104
"Gene_3747",44,82,103,58,106,117
"Gene_3748",62,70,109,62,85,104
"Gene_3749",76,60,88,68,85,132
"Gene_3750",59,81,110,79,100,112
"Gene_3751",59,76,92,58,95,130
"Gene_3752",47,75,86,59,88,99
"Gene_3753",55,76,87,65,100,117
"Gene_3754",64,88,108,58,104,135
"Gene_3755",54,72,108,63,94,122
"Gene_3756",55,75,88,79,115,105
"Gene_3757",55,81,92,59,82,111
"Gene_3758",56,83,101,78,91,134
"Gene_3759",55,82,103,58,127,124
"Gene_3760",56,101,103,66,95,118
"Gene_3761",46,84,99,61,79,166
"Gene_3762",52,73,90,67,101,120
"Gene_3763",59,91,107,57,96,124
"Gene_3764",57,87,95,59,86,108
"Gene_3765",51,69,109,62,121,126
"Gene_3766",50,70,113,53,97,146
"Gene_3767",48,85,83,74,115,105
"Gene_3768",49,99,116,66,101,114
"Gene_3769",52,72,84,61,100,122
"Gene_3770",55,78,95,75,89,129
"Gene_3771",70,71,91,65,91,136
"Gene_3772",56,76,98,67,112,147
"Gene_3773",62,76,99,77,106,117
"Gene_3774",49,69,91,65,97,100
"Gene_3775",50,78,108,58,82,114
"Gene_3776",60,97,78,56,101,126
"Gene_3777",47,77,113,60,85,117
"Gene_3778",57,72,99,80,94,129
"Gene_3779",62,74,126,58,88,144
"Gene_3780",58,74,96,59,100,99
"Gene_3781",55,103,109,57,101,96
"Gene_3782",60,69,110,63,102,112
"Gene_3783",49,60,90,51,96,104
"Gene_3784",62,87,110,75,96,111
"Gene_3785",56,79,121,59,84,123
"Gene_3786",62,83,109,66,89,152
"Gene_3787",58,65,91,69,82,116
"Gene_3788",55,69,118,57,122,117
"Gene_3789",51,96,101,58,73,102
"Gene_3790",62,89,90,68,101,117
"Gene_3791",51,76,104,65,98,117
"Gene_3792",54,79,103,56,90,122
"Gene_3793",53,89,107,64,96,128
"Gene_3794",49,79,116,54,90,144
"Gene_3795",63,85,86,70,88,126
"Gene_3796",57,79,92,58,84,120
"Gene_3797",66,95,99,70,86,110
"Gene_3798",46,76,95,74,98,129
"Gene_3799",50,68,95,53,78,102
"Gene_3800",59,87,95,66,89,138
"Gene_3801",57,80,118,65,91,112
"Gene_3802",66,90,104,53,110,114
"Gene_3803",66,68,112,64,106,124
"Gene_3804",46,82,95,59,112,120
"Gene_3805",57,65,104,61,100,126
"Gene_3806",52,64,126,64,101,118
"Gene_3807",57,66,90,64,79,124
"Gene_3808",58,85,101,50,100,128
"Gene_3809",51,87,104,59,104,117
"Gene_3810",59,97,98,62,83,105
"Gene_3811",61,82,84,59,101,148
"Gene_3812",59,82,155,60,109,134
"Gene_3813",54,91,98,73,97,152
"Gene_3814",50,76,109,68,102,130
"Gene_3815",50,70,92,60,102,136
"Gene_3816",52,82,103,72,100,114
"Gene_3817",52,65,116,55,92,99
"Gene_3818",53,75,95,66,101,158
"Gene_3819",64,70,105,70,106,99
"Gene_3820",50,57,94,71,91,147
"Gene_3821",49,92,117,68,103,110
"Gene_3822",52,78,116,69,67,117
"Gene_3823",53,80,91,74,88,105
"Gene_3824",62,76,103,71,101,108
"Gene_3825",59,87,107,57,95,110
"Gene_3826",62,84,94,65,102,118
"Gene_3827",69,77,105,64,92,124
"Gene_3828",56,86,110,71,101,129
"Gene_3829",62,68,94,74,104,124
"Gene_3830",64,83,103,58,97,114
"Gene_3831",64,65,116,78,113,129
"Gene_3832",73,89,108,74,78,108
"Gene_3833",57,66,101,85,107,126
"Gene_3834",56,87,134,72,108,122
"Gene_3835",57,76,107,66,94,93
"Gene_3836",62,94,81,60,94,122
"Gene_3837",62,77,101,59,92,102
"Gene_3838",57,89,88,58,89,112
"Gene_3839",59,93,109,68,94,116
"Gene_3840",62,76,114,54,112,117
"Gene_3841",46,80,113,62,89,122
"Gene_3842",59,97,118,77,95,117
"Gene_3843",50,79,82,68,89,117
"Gene_3844",66,88,103,69,86,135
"Gene_3845",57,92,105,70,82,110
"Gene_3846",51,99,122,58,94,111
"Gene_3847",55,81,107,75,96,130
"Gene_3848",56,95,117,64,112,110
"Gene_3849",49,83,91,75,98,118
"Gene_3850",55,92,126,71,106,112
"Gene_3851",55,77,107,63,92,122
"Gene_3852",58,86,101,70,100,116
"Gene_3853",55,89,98,52,83,104
"Gene_3854",52,90,109,53,109,111
"Gene_3855",57,84,101,59,106,128
"Gene_3856",59,73,107,59,91,116
"Gene_3857",52,92,112,65,85,112
"Gene_3858",51,84,125,58,91,120
"Gene_3859",62,64,105,64,85,130
"Gene_3860",62,81,136,78,79,134
"Gene_3861",65,74,90,56,82,135
"Gene_3862",55,86,98,68,66,112
"Gene_3863",51,90,88,52,89,110
"Gene_3864",52,65,108,77,107,148
"Gene_3865",55,92,94,58,100,134
"Gene_3866",59,86,99,64,79,120
"Gene_3867",48,84,99,64,80,148
"Gene_3868",61,68,108,62,94,108
"Gene_3869",56,92,101,64,101,120
"Gene_3870",55,85,116,66,88,141
"Gene_3871",52,66,79,78,100,111
"Gene_3872",50,88,103,71,98,166
"Gene_3873",52,65,92,64,101,123
"Gene_3874",50,69,92,66,104,111
"Gene_3875",72,82,99,63,88,148
"Gene_3876",62,68,126,70,98,92
"Gene_3877",55,88,131,64,94,108
"Gene_3878",58,83,99,68,113,118
"Gene_3879",57,83,90,74,94,118
"Gene_3880",64,77,84,77,97,117
"Gene_3881",54,65,100,76,108,114
"Gene_3882",36,104,110,56,84,120
"Gene_3883",55,83,103,58,90,104
"Gene_3884",55,79,121,54,76,123
"Gene_3885",55,83,90,65,97,123
"Gene_3886",66,64,126,77,84,110
"Gene_3887",52,80,82,66,97,134
"Gene_3888",56,86,114,78,96,124
"Gene_3889",46,91,103,62,92,112
"Gene_3890",61,85,101,74,98,123
"Gene_3891",49,88,107,57,95,118
"Gene_3892",48,93,105,69,89,129
"Gene_3893",53,83,99,66,97,98
"Gene_3894",46,79,127,63,90,142
"Gene_3895",56,84,95,66,116,110
"Gene_3896",53,84,113,62,86,126
"Gene_3897",57,81,91,58,88,102
"Gene_3898",55,74,107,55,95,99
"Gene_3899",57,76,110,57,92,123
"Gene_3900",59,74,114,74,77,122
"Gene_3901",60,74,100,65,95,111
"Gene_3902",64,77,91,66,100,99
"Gene_3903",51,82,104,62,86,96
"Gene_3904",46,103,117,77,88,120
"Gene_3905",61,88,109,69,110,124
"Gene_3906",54,83,95,63,73,122
"Gene_3907",59,65,98,58,90,102
"Gene_3908",57,91,99,55,82,126
"Gene_3909",60,90,112,70,97,129
"Gene_3910",62,89,103,63,102,123
"Gene_3911",48,72,104,62,91,128
"Gene_3912",62,69,95,77,83,98
"Gene_3913",53,79,116,63,95,128
"Gene_3914",65,82,86,47,104,130
"Gene_3915",64,84,92,59,86,100
"Gene_3916",55,64,122,68,103,126
"Gene_3917",55,81,91,66,88,118
"Gene_3918",54,85,95,72,110,128
"Gene_3919",55,84,100,60,92,110
"Gene_3920",50,74,110,66,90,120
"Gene_3921",58,79,95,52,91,112
"Gene_3922",50,80,91,68,89,118
"Gene_3923",55,77,79,76,101,135
"Gene_3924",56,84,101,63,92,116
"Gene_3925",55,91,99,60,101,110
"Gene_3926",61,89,104,70,97,128
"Gene_3927",55,72,96,66,114,122
"Gene_3928",57,75,90,62,94,124
"Gene_3929",50,68,98,55,101,132
"Gene_3930",58,83,99,55,103,135
"Gene_3931",50,88,107,51,94,147
"Gene_3932",63,75,108,71,90,106
"Gene_3933",52,87,98,70,114,112
"Gene_3934",52,86,81,64,100,170
"Gene_3935",50,80,100,60,92,116
"Gene_3936",67,75,105,55,110,142
"Gene_3937",41,62,103,66,94,104
"Gene_3938",58,82,131,65,83,118
"Gene_3939",46,73,110,66,89,124
"Gene_3940",59,74,118,57,95,130
"Gene_3941",53,75,118,66,104,120
"Gene_3942",55,73,104,59,100,108
"Gene_3943",55,71,103,58,112,110
"Gene_3944",54,76,83,58,82,122
"Gene_3945",43,75,99,62,101,130
"Gene_3946",50,71,94,54,71,120
"Gene_3947",62,72,98,66,115,102
"Gene_3948",56,77,113,58,97,150
"Gene_3949",59,78,96,56,98,136
"Gene_3950",51,74,107,66,101,120
"Gene_3951",51,75,110,48,97,86
"Gene_3952",60,87,94,64,100,93
"Gene_3953",57,91,109,62,110,135
"Gene_3954",57,86,107,66,109,108
"Gene_3955",54,91,122,73,101,118
"Gene_3956",43,73,84,61,96,120
"Gene_3957",54,74,109,62,89,122
"Gene_3958",62,78,104,69,90,122
"Gene_3959",58,83,109,62,102,124
"Gene_3960",51,68,95,62,103,135
"Gene_3961",57,87,91,68,91,122
"Gene_3962",46,86,109,65,108,118
"Gene_3963",61,85,101,62,97,96
"Gene_3964",57,75,92,71,90,118
"Gene_3965",55,69,99,62,74,116
"Gene_3966",66,57,100,82,92,126
"Gene_3967",40,63,122,74,94,156
"Gene_3968",54,82,104,62,114,92
"Gene_3969",48,79,96,57,88,128
"Gene_3970",62,85,108,62,116,110
"Gene_3971",57,75,107,54,85,132
"Gene_3972",50,77,87,79,85,132
"Gene_3973",57,75,105,74,91,122
"Gene_3974",44,92,109,58,85,117
"Gene_3975",65,96,90,58,95,126
"Gene_3976",55,75,98,70,104,108
"Gene_3977",62,72,120,63,80,120
"Gene_3978",52,56,99,69,118,146
"Gene_3979",50,65,105,63,95,126
"Gene_3980",50,78,90,67,110,93
"Gene_3981",57,85,110,68,84,130
"Gene_3982",66,85,104,67,103,160
"Gene_3983",66,74,105,68,103,129
"Gene_3984",62,84,120,62,98,120
"Gene_3985",48,77,112,53,97,120
"Gene_3986",59,96,96,75,91,140
"Gene_3987",56,78,110,56,100,104
"Gene_3988",53,85,121,65,92,94
"Gene_3989",56,85,110,64,83,129
"Gene_3990",52,77,99,64,103,122
"Gene_3991",51,88,87,65,90,138
"Gene_3992",52,76,100,66,106,118
"Gene_3993",54,76,84,58,98,120
"Gene_3994",57,70,101,83,108,108
"Gene_3995",55,70,118,58,82,106
"Gene_3996",54,80,100,57,83,108
"Gene_3997",63,68,86,55,110,116
"Gene_3998",50,73,107,55,100,126
"Gene_3999",62,67,101,70,88,120
"Gene_4000",61,78,98,74,112,117
"Gene_4001",69,87,98,66,97,129
"Gene_4002",52,79,127,64,92,129
"Gene_4003",53,86,100,77,112,132
"Gene_4004",45,77,104,73,106,117
"Gene_4005",61,94,99,69,95,117
"Gene_4006",63,81,87,59,102,122
"Gene_4007",37,66,124,69,116,116
"Gene_4008",41,86,99,60,98,158
"Gene_4009",51,85,109,76,97,126
"Gene_4010",62,108,108,54,98,129
"Gene_4011",41,66,108,67,110,104
"Gene_4012",56,82,100,62,104,126
"Gene_4013",57,83,125,62,94,132
"Gene_4014",66,89,92,66,100,132
"Gene_4015",50,70,88,56,110,126
"Gene_4016",52,75,95,68,102,130
"Gene_4017",50,92,113,62,80,123
"Gene_4018",51,83,94,66,94,118
"Gene_4019",60,57,96,70,89,120
"Gene_4020",64,91,140,55,97,150
"Gene_4021",62,70,113,70,97,136
"Gene_4022",62,82,90,58,94,108
"Gene_4023",49,92,122,66,96,104
"Gene_4024",60,87,92,70,104,100
"Gene_4025",63,80,112,75,119,123
"Gene_4026",52,74,86,70,90,130
"Gene_4027",60,85,107,76,100,112
"Gene_4028",66,70,120,43,92,129
"Gene_4029",59,92,87,59,85,135
"Gene_4030",55,62,110,61,85,106
"Gene_4031",62,84,112,62,101,148
"Gene_4032",46,78,117,63,97,156
"Gene_4033",64,71,98,69,110,112
"Gene_4034",58,72,114,60,97,118
"Gene_4035",57,73,92,70,68,108
"Gene_4036",52,90,92,63,107,122
"Gene_4037",50,72,110,63,83,116
"Gene_4038",69,59,100,62,108,135
"Gene_4039",75,80,100,66,97,134
"Gene_4040",60,94,94,69,103,120
"Gene_4041",65,90,116,66,92,116
"Gene_4042",55,89,117,67,85,118
"Gene_4043",59,70,109,62,98,106
"Gene_4044",57,84,118,71,84,123
"Gene_4045",59,61,98,55,120,104
"Gene_4046",62,71,126,61,103,112
"Gene_4047",69,66,104,59,89,132
"Gene_4048",52,84,114,62,104,123
"Gene_4049",66,76,96,58,109,114
"Gene_4050",55,64,104,53,92,104
"Gene_4051",64,96,114,70,102,102
"Gene_4052",57,79,95,68,101,118
"Gene_4053",52,84,112,62,94,141
"Gene_4054",53,75,96,76,112,129
"Gene_4055",65,76,101,64,94,112
"Gene_4056",62,78,91,54,91,120
"Gene_4057",57,85,113,71,77,108
"Gene_4058",59,63,99,65,96,120
"Gene_4059",57,75,112,61,74,114
"Gene_4060",53,83,103,74,96,114
"Gene_4061",63,72,100,62,91,132
"Gene_4062",54,67,95,50,94,135
"Gene_4063",59,94,109,71,97,98
"Gene_4064",55,74,82,57,102,114
"Gene_4065",48,70,87,74,103,130
"Gene_4066",59,94,113,63,95,106
"Gene_4067",61,88,103,69,89,120
"Gene_4068",56,75,98,69,83,117
"Gene_4069",55,70,98,62,100,130
"Gene_4070",50,93,109,66,95,118
"Gene_4071",52,85,125,63,96,106
"Gene_4072",48,82,96,64,88,114
"Gene_4073",55,103,87,63,104,117
"Gene_4074",49,90,104,72,82,110
"Gene_4075",62,75,101,80,98,106
"Gene_4076",52,82,113,58,103,108
"Gene_4077",47,81,92,64,88,164
"Gene_4078",62,73,116,58,80,105
"Gene_4079",55,68,96,54,100,111
"Gene_4080",49,67,101,63,88,114
"Gene_4081",49,92,95,64,110,118
"Gene_4082",60,77,125,64,115,122
"Gene_4083",58,84,100,62,108,102
"Gene_4084",59,56,88,62,97,140
"Gene_4085",66,81,81,57,94,111
"Gene_4086",55,62,95,81,95,122
"Gene_4087",59,77,125,45,89,110
"Gene_4088",58,84,94,60,102,135
"Gene_4089",56,74,95,74,89,102
"Gene_4090",54,73,99,82,104,136
"Gene_4091",57,96,107,64,94,117
"Gene_4092",57,73,94,58,85,123
"Gene_4093",41,70,92,56,110,116
"Gene_4094",59,88,100,61,90,136
"Gene_4095",59,76,118,55,106,122
"Gene_4096",52,90,103,60,97,135
"Gene_4097",56,82,108,73,91,124
"Gene_4098",55,76,117,62,91,122
"Gene_4099",57,95,88,66,85,116
"Gene_4100",48,75,101,74,89,129
"Gene_4101",67,87,100,61,106,126
"Gene_4102",48,80,109,50,72,116
"Gene_4103",57,89,109,63,103,126
"Gene_4104",54,94,86,64,110,108
"Gene_4105",52,78,100,58,102,110
"Gene_4106",57,75,98,61,113,122
"Gene_4107",68,85,129,63,103,75
"Gene_4108",54,84,116,58,109,116
"Gene_4109",53,71,104,57,113,120
"Gene_4110",54,86,104,50,83,102
"Gene_4111",57,83,118,66,109,112
"Gene_4112",68,94,90,55,95,134
"Gene_4113",59,88,96,67,114,130
"Gene_4114",51,84,83,68,106,123
"Gene_4115",45,62,90,70,85,100
"Gene_4116",62,84,96,70,96,106
"Gene_4117",58,84,103,70,88,117
"Gene_4118",60,72,116,70,100,120
"Gene_4119",61,82,95,71,106,117
"Gene_4120",59,76,96,62,90,117
"Gene_4121",54,62,98,62,107,94
"Gene_4122",54,91,112,65,84,100
"Gene_4123",52,94,112,58,115,132
"Gene_4124",52,77,104,64,101,104
"Gene_4125",46,76,114,57,77,134
"Gene_4126",50,77,117,77,101,104
"Gene_4127",55,80,134,66,133,102
"Gene_4128",67,74,108,58,83,144
"Gene_4129",55,77,126,67,104,110
"Gene_4130",59,83,99,63,110,104
"Gene_4131",59,73,108,57,109,159
"Gene_4132",61,74,99,64,83,118
"Gene_4133",58,74,103,53,77,144
"Gene_4134",55,76,120,76,91,132
"Gene_4135",59,85,84,78,83,122
"Gene_4136",57,96,98,74,114,112
"Gene_4137",57,85,107,70,115,116
"Gene_4138",60,79,110,61,89,134
"Gene_4139",60,68,91,58,101,104
"Gene_4140",55,73,103,79,100,108
"Gene_4141",53,91,95,58,96,111
"Gene_4142",48,98,122,61,98,108
"Gene_4143",53,71,81,64,90,108
"Gene_4144",52,95,90,56,72,132
"Gene_4145",58,77,108,64,96,128
"Gene_4146",48,88,94,73,98,128
"Gene_4147",57,87,117,60,97,114
"Gene_4148",58,79,91,70,96,130
"Gene_4149",55,72,124,60,91,120
"Gene_4150",50,80,101,64,100,106
"Gene_4151",46,69,122,65,96,135
"Gene_4152",47,87,84,61,92,130
"Gene_4153",57,87,105,60,98,98
"Gene_4154",55,83,110,70,109,112
"Gene_4155",58,74,104,58,90,110
"Gene_4156",51,77,117,76,97,98
"Gene_4157",59,70,96,70,96,118
"Gene_4158",57,91,84,60,84,116
"Gene_4159",51,87,88,58,83,136
"Gene_4160",58,82,90,58,112,118
"Gene_4161",50,68,96,64,74,120
"Gene_4162",59,67,108,58,91,118
"Gene_4163",49,85,88,61,95,106
"Gene_4164",57,87,83,66,88,116
"Gene_4165",59,81,99,68,97,117
"Gene_4166",67,85,114,70,92,134
"Gene_4167",50,80,130,68,79,134
"Gene_4168",62,89,104,66,94,124
"Gene_4169",67,85,113,69,91,117
"Gene_4170",70,85,118,55,119,140
"Gene_4171",48,86,98,69,97,105
"Gene_4172",53,77,117,66,104,90
"Gene_4173",59,76,114,56,114,159
"Gene_4174",55,83,83,61,88,102
"Gene_4175",64,71,105,70,86,111
"Gene_4176",52,83,101,64,106,102
"Gene_4177",52,80,96,57,97,112
"Gene_4178",61,93,101,67,119,99
"Gene_4179",66,96,109,64,83,98
"Gene_4180",55,103,94,61,95,106
"Gene_4181",51,85,75,69,100,105
"Gene_4182",52,85,112,58,78,116
"Gene_4183",62,81,79,58,89,134
"Gene_4184",49,80,103,75,83,135
"Gene_4185",56,83,138,50,84,128
"Gene_4186",64,76,108,65,109,112
"Gene_4187",52,78,114,55,113,136
"Gene_4188",62,73,120,62,92,111
"Gene_4189",64,82,109,68,118,129
"Gene_4190",41,87,99,74,104,112
"Gene_4191",57,69,96,58,103,128
"Gene_4192",52,64,98,52,110,92
"Gene_4193",56,78,124,70,108,108
"Gene_4194",53,92,105,68,112,114
"Gene_4195",56,89,90,78,108,136
"Gene_4196",64,87,98,71,114,120
"Gene_4197",62,97,103,68,80,112
"Gene_4198",52,95,105,65,113,110
"Gene_4199",55,77,98,75,113,111
"Gene_4200",57,67,96,74,101,111
"Gene_4201",55,81,101,63,116,94
"Gene_4202",49,89,122,71,103,116
"Gene_4203",55,76,116,60,112,105
"Gene_4204",62,56,101,70,89,124
"Gene_4205",57,81,104,65,95,81
"Gene_4206",48,64,82,53,86,92
"Gene_4207",50,71,101,62,104,134
"Gene_4208",62,66,95,62,98,114
"Gene_4209",76,82,107,71,95,146
"Gene_4210",57,79,96,64,94,120
"Gene_4211",60,84,118,63,86,104
"Gene_4212",68,75,91,62,91,102
"Gene_4213",50,88,108,72,89,112
"Gene_4214",50,75,101,79,91,116
"Gene_4215",38,69,120,63,97,118
"Gene_4216",62,92,120,66,76,111
"Gene_4217",62,87,95,72,94,118
"Gene_4218",55,81,131,57,96,130
"Gene_4219",62,82,95,73,92,128
"Gene_4220",54,76,95,70,124,104
"Gene_4221",59,67,105,62,97,111
"Gene_4222",63,73,100,61,88,123
"Gene_4223",56,70,95,62,114,105
"Gene_4224",60,85,107,63,98,117
"Gene_4225",50,88,114,60,96,105
"Gene_4226",50,78,99,53,86,153
"Gene_4227",57,88,131,68,74,118
"Gene_4228",56,88,94,58,94,114
"Gene_4229",59,83,114,62,113,122
"Gene_4230",59,68,96,56,83,90
"Gene_4231",61,96,114,74,95,114
"Gene_4232",61,93,114,63,89,135
"Gene_4233",65,75,118,79,97,117
"Gene_4234",60,65,105,50,113,120
"Gene_4235",55,72,116,58,110,116
"Gene_4236",43,81,92,70,106,110
